"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party","attractiveness_score"
1988,"Female","4-year college degree","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"Yes","Hindu",NA,"Very important","Moderate","Republican","Most of the time","Working full time now",NA,"$20,000 - $29,999",66,"Definitely","Definitely","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,5,1,0,1,2,3,1,1,5,4,3,3,2,0,2,4,8,1,3,0,NA,66
1985,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"Probably","Possibly","Possibly","Possibly",33,0,3,0,1,11,1,3,1,0,2,1,3,2,1,0,1,3,8,1,3,2,0,62
1979,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,39,0,4,1,1,11,1,3,1,0,2,1,5,1,0,1,0,3,8,1,10,1,0,57
1983,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Probably","Probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,4,1,1,11,1,3,1,0,10,5,2,3,2,0,2,3,8,1,9,0,NA,60
1976,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Liberal","Independent","Most of the time","Taking care of home or family",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Probably not","Probably not","Probably not","Probably",NA,NA,NA,NA,NA,42,0,2,1,1,11,1,3,1,0,10,3,4,2,1,0,1,4,5,0,9,1,1,100
1977,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Only now and then","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"Very probably","Very probably","Probably","Possibly",41,0,3,1,1,11,1,3,1,0,10,5,2,3,2,0,2,2,8,1,11,2,NA,79
1952,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Independent","Most of the time","Retired",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,66,0,4,1,1,11,1,3,1,0,1,1,2,2,1,0,1,4,3,0,7,1,1,78
1973,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Liberal","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Very probably","Very probably",45,0,4,1,1,11,1,3,1,0,10,4,4,1,0,1,0,3,8,1,5,2,1,90
1974,"Male","4-year college degree","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Very conservative","Republican","Most of the time","Working part time now",NA,"$10,000 - $19,999",79,"Very probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,5,0,1,11,2,3,1,0,10,3,1,3,2,0,2,4,9,0,2,0,NA,79
1966,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Moderate","Independent","Most of the time","Working full time now",NA,"$90,000 - $99,999",91,"Definitely","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,6,0,1,11,2,3,1,0,10,5,3,2,1,0,1,4,8,1,10,0,NA,91
1990,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,1,11,2,3,1,0,1,1,4,1,0,1,0,4,8,1,6,2,1,90
1990,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Independent","Some of the time","Working full time now",NA,"$20,000 - $29,999",81,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,0,1,11,2,3,1,0,1,2,4,2,1,0,1,3,8,1,3,0,NA,81
1991,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Muslim",NA,"Moderately important","Moderate","Democrat","Hardly at all","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Probably not","Probably not","Probably not","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,5,0,1,11,1,3,1,0,8,3,3,1,0,1,0,1,8,1,4,0,NA,5
1973,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Conservative","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Definitely","Definitely","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,5,1,1,11,2,3,1,0,11,4,2,1,0,1,0,3,8,1,6,2,1,73
1990,"Male","Some college, but no degree (yet)","Married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,90,"Definitely","Definitely","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,1,0,6,2,3,1,0,1,1,4,1,0,1,0,2,8,1,8,1,0,90
1989,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Some of the time","Student",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,6,1,0,6,2,3,1,0,9,1,3,2,1,0,1,3,4,0,4,1,1,100
1989,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Liberal","Republican","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,29,0,5,1,1,11,1,3,1,0,11,4,4,3,2,0,2,3,8,1,3,1,NA,97
1955,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Buddhist",NA,"Very important","Very liberal","Democrat","Most of the time","Unemployed",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Probably not","Probably not","Probably not","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,6,0,1,11,1,3,1,0,3,4,5,1,0,1,0,4,7,0,1,0,NA,30
1982,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,5,1,1,11,2,3,1,0,2,1,3,2,1,0,1,2,8,1,11,2,0,65
1990,"Female","Some college, but no degree (yet)","Married","White",NA,"Women","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Moderate","Republican","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,3,1,1,11,2,1,0,0,1,1,3,3,2,0,2,3,8,1,6,2,NA,19
1995,"Female","Some college, but no degree (yet)","Married","White,Asian or Asian-American",NA,"Women","Bisexual",NA,"No","Agnostic",NA,"Moderately important","Moderate","Independent","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,33,"Very probably","Very probably","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,3,1,0,12,2,1,0,0,1,3,3,2,1,0,1,3,8,1,5,1,1,33
1967,"Female","4-year college degree","Divorced","Other (Please Specify):","multi","Men","Bisexual",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Most of the time","Unemployed",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,5,0,0,10,1,1,0,0,2,1,5,2,1,0,1,4,7,0,2,0,NA,51
1984,"Female","4-year college degree","Married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"Yes","Something else","spiritual","Extremely important","Very liberal","Independent","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,5,1,0,6,1,3,1,1,12,5,5,2,1,0,1,4,8,1,7,0,NA,100
1987,"Male","2-year college degree","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Moderate","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",85,"Definitely","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,4,0,0,2,2,3,1,0,10,3,3,1,0,1,0,3,8,1,6,0,NA,85
1988,"Female","2-year college degree","Domestic/civil partnership","White",NA,"Men","Bisexual",NA,"No","Something else","Wiccan","Very important","Very liberal","Independent","Only now and then","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"Definitely","Definitely","Very probably","Definitely",30,0,4,0,1,11,1,1,0,0,12,4,5,2,1,0,1,2,8,1,3,2,0,96
1987,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably","Possibly","Possibly","Possibly",31,0,3,0,1,11,1,3,1,0,1,1,3,1,0,1,0,3,8,1,6,2,1,70
1984,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Gay man",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,34,1,6,0,1,11,1,2,0,0,10,2,4,1,0,1,0,4,8,1,6,1,0,85
1971,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","Black or African-American",NA,"Men","Bisexual",NA,"No","Roman Catholic",NA,"Slightly important","Conservative","Republican","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Definitely not","Definitely not","Probably not","Possibly",47,1,6,1,0,2,1,1,0,0,11,2,2,3,2,0,2,3,8,1,6,2,NA,70
1968,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Moderately important","Conservative","Independent","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,6,0,0,1,2,3,1,0,9,3,2,2,1,0,1,4,8,1,11,2,0,100
1990,"Male","4-year college degree","Never married","White",NA,"Men","Bisexual",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,28,1,5,0,1,11,1,1,0,0,2,1,5,2,1,0,1,4,9,0,4,1,1,100
1987,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Moderate","Independent","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,31,0,6,1,1,11,1,3,1,0,10,5,3,2,1,0,1,4,8,1,8,1,1,73
1994,"Male","Some college, but no degree (yet)","Never married","Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Liberal","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,84,"Possibly","Possibly","Probably not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,3,0,0,6,2,3,1,0,11,3,4,1,0,1,0,3,8,1,5,1,0,84
1987,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Probably","Probably","Possibly","Possibly",31,0,5,0,1,11,1,3,1,0,10,5,5,1,0,1,0,3,8,1,7,2,1,83
1995,"Male","2-year college degree","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,98,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,4,1,0,1,2,3,1,0,10,5,2,2,1,0,1,3,8,1,4,1,1,98
1984,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$60,000 - $69,999",90,"Very probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,5,1,1,11,2,3,1,0,1,2,4,1,0,1,0,4,8,1,7,0,NA,90
1970,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,3,1,1,11,1,3,1,0,10,4,2,3,2,0,2,4,8,1,3,0,NA,100
1965,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White,Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Probably not","Probably not","Definitely not","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,3,0,0,18,1,3,1,0,9,2,4,1,0,1,0,4,8,1,2,0,NA,80
1987,"Male","High school graduate","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably","Probably","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,2,0,1,11,1,3,1,0,2,1,4,2,1,0,1,3,8,1,3,0,NA,81
1980,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,38,0,5,1,1,11,1,3,1,0,2,1,5,1,0,1,0,4,8,1,13,1,0,65
1980,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Unemployed",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,6,0,1,11,2,3,1,0,2,1,5,1,0,1,0,4,7,0,3,2,1,75
1983,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Most of the time","Working full time now",NA,"$200,000 - $249,999",NA,NA,NA,NA,NA,70,"Definitely","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,1,1,11,2,3,1,0,11,3,2,3,2,0,2,4,8,1,14,1,NA,70
1981,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,6,1,0,1,2,3,1,0,2,1,4,1,0,1,0,3,8,1,8,2,1,72
1989,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Hardly at all","Working full time now",NA,"$60,000 - $69,999",71,"Probably not","Probably not","Probably not","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,6,1,0,1,2,3,1,0,2,1,3,2,1,0,1,1,8,1,7,0,NA,71
1976,"Male","2-year college degree","Married","White,Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"Very probably","Very probably","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,4,1,0,12,2,3,1,0,9,1,3,2,1,0,1,4,8,1,12,2,0,86
1990,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Liberal","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Very probably","Very probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,6,1,1,11,2,3,1,0,10,5,4,2,1,0,1,4,8,1,5,2,0,74
1983,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Mormon",NA,"Extremely important","Very conservative","Republican","Only now and then","Taking care of home or family",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Definitely","Definitely","Very probably","Possibly",NA,NA,NA,NA,NA,35,0,5,1,1,11,1,3,1,0,7,5,1,3,2,0,2,2,5,0,1,1,NA,92
1972,"Female","4-year college degree","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","CHRISTIAN","Moderately important","Conservative","Republican","Most of the time","Taking care of home or family",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably not","Probably not","Probably not","Probably not",46,0,5,0,1,11,1,3,1,0,12,3,2,3,2,0,2,4,5,0,10,2,NA,50
1990,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,81,"Probably","Very probably","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,3,8,1,7,1,0,81
1978,"Male","2-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Jewish",NA,"Very important","Moderate","Democrat","Only now and then","Working full time now",NA,"$90,000 - $99,999",37,"Possibly","Possibly","Probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,4,1,1,11,2,3,1,0,6,4,3,1,0,1,0,2,8,1,10,0,NA,37
1990,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","Nondenominational Christian","Very important","Moderate","Independent","Most of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,70,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,1,1,11,2,3,1,0,12,4,3,2,1,0,1,4,9,0,3,1,1,70
1985,"Female","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Lesbian/gay woman",NA,"No","Agnostic",NA,"Slightly important","Liberal","Democrat","Only now and then","Working part time now",NA,"$80,000 - $89,999",73,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,5,0,0,1,2,4,0,0,1,2,4,1,0,1,0,2,9,0,9,0,NA,73
1950,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Mormon",NA,"Very important","Conservative","Republican","Most of the time","Retired",NA,"$60,000 - $69,999",77,"Probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1,5,1,1,11,2,3,1,0,7,4,2,3,2,0,2,4,3,0,7,0,NA,77
1970,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,91,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,4,0,1,11,2,3,1,0,1,1,2,1,0,1,0,4,8,1,4,1,0,91
1985,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Independent","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,33,0,5,1,1,11,1,3,1,0,11,3,2,2,1,0,1,3,8,1,8,1,1,90
1990,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","none","Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$90,000 - $99,999",75,"Probably","Probably","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,0,1,11,2,3,1,0,12,1,5,1,0,1,0,4,8,1,10,0,NA,75
