"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party","attractiveness_score"
1957,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Most of the time","Other","self-employed","$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0,3,0,1,11,1,3,1,0,10,5,2,3,2,0,2,4,1,0,2,0,NA,50
1976,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"Yes","Roman Catholic",NA,"Moderately important","Liberal","Democrat","Some of the time","Working part time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Possibly","Probably","Probably","Possibly",42,1,5,1,1,11,1,3,1,1,11,3,4,1,0,1,0,3,9,0,8,2,1,74
1951,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Mormon",NA,"Slightly important","Conservative","Independent","Most of the time","Retired",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,2,1,1,11,1,3,1,0,7,2,2,2,1,0,1,4,3,0,10,0,NA,98
1957,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Eastern or Greek Orthodox",NA,"Extremely important","Liberal","Democrat","Some of the time","Taking care of home or family",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,61,0,5,1,1,11,1,3,1,0,4,5,4,1,0,1,0,3,5,0,12,1,0,30
1980,"Female","2-year college degree","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Liberal","Democrat","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,81,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,4,0,1,11,2,3,1,0,9,2,4,1,0,1,0,2,8,1,6,1,0,81
1990,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Men","Bisexual",NA,"No","Nothing in particular",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,28,0,3,0,1,11,1,1,0,0,9,1,4,1,0,1,0,3,8,1,7,1,0,54
1970,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Moderately important","Liberal","Democrat","Most of the time","Taking care of home or family",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Very probably","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,3,1,1,11,1,3,1,0,9,3,4,1,0,1,0,4,5,0,10,0,NA,75
1984,"Male","2-year college degree","Married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Something else","Christian","Extremely important","Conservative","Republican","Only now and then","Working full time now",NA,"$70,000 - $79,999",81,"Definitely","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,4,1,0,1,2,3,1,0,12,5,2,3,2,0,2,2,8,1,8,0,NA,81
1990,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Moderate","Independent","Only now and then","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"Possibly","Possibly","Probably not","Possibly",28,0,6,1,1,11,1,3,1,0,10,3,3,2,1,0,1,2,8,1,11,2,0,40
1982,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Not at all important","Moderate","Independent","Hardly at all","Permanently disabled",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,36,0,3,1,1,11,1,3,1,0,10,1,3,2,1,0,1,1,2,0,10,1,1,80
1991,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",27,0,5,0,1,11,1,3,1,0,1,2,4,2,1,0,1,3,8,1,4,2,0,100
1990,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Liberal","Independent","Only now and then","Student",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably","Probably","Possibly","Very probably",28,0,5,1,1,11,1,3,1,0,11,5,4,2,1,0,1,2,4,0,2,2,0,61
1981,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Independent","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,5,1,1,11,2,3,1,0,10,5,2,2,1,0,1,3,8,1,8,2,0,83
1991,"Male","4-year college degree","Married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Muslim",NA,"Extremely important","Conservative","Independent","Some of the time","Working part time now",NA,"$20,000 - $29,999",10,"Possibly","Probably not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,1,0,2,2,3,1,0,8,5,2,2,1,0,1,3,9,0,3,0,NA,10
1957,"Female","High school graduate","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Democrat","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably","Possibly","Possibly","Possibly",61,0,2,0,1,11,1,3,1,0,1,2,4,1,0,1,0,3,8,1,3,2,1,70
1976,"Female","4-year college degree","Married","White",NA,"Women","Lesbian/gay woman",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working part time now",NA,"$120,000 - $149,999",68,"Probably","Probably","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,5,1,1,11,2,4,0,0,1,1,4,1,0,1,0,4,9,0,12,0,NA,68
1987,"Female","4-year college degree","Divorced","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Independent","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Very probably","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,5,0,0,6,1,3,1,0,1,2,4,2,1,0,1,2,8,1,6,0,NA,85
1950,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Widowed","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Some of the time","Retired",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Probably not","Probably not","Definitely not","Possibly",68,0,6,0,1,11,1,3,1,0,10,5,2,3,2,0,2,3,3,0,5,2,NA,9
1985,"Female","2-year college degree","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Hardly at all","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably not","Probably not","Definitely not","Probably not",NA,NA,NA,NA,NA,33,0,4,0,0,2,1,3,1,0,10,2,4,1,0,1,0,1,8,1,11,1,0,61
1968,"Female","4-year college degree","Never married","White,Black or African-American,Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Possibly","Possibly","Probably not","Possibly",50,0,5,0,0,14,1,3,1,0,1,1,3,2,1,0,1,3,8,1,10,2,0,82
1985,"Male","High school graduate","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Republican","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Possibly","Possibly","Possibly","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,2,0,1,11,2,3,1,0,2,1,2,3,2,0,2,3,8,1,4,2,NA,73
1968,"Female","Some college, but no degree (yet)","Divorced","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Something else","SPIRITUAL","Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Possibly","Probably not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,3,0,0,2,1,3,1,0,12,1,3,2,1,0,1,2,8,1,3,0,NA,48
1986,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Christian","Moderately important","Liberal","Democrat","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,32,0,3,0,1,11,1,3,1,0,12,3,4,1,0,1,0,3,8,1,3,1,0,92
1988,"Female","High school graduate","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Moderate","Democrat","Only now and then","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,2,0,1,11,1,3,1,0,10,4,3,1,0,1,0,2,8,1,4,0,NA,61
1988,"Female","4-year college degree","Married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Jewish",NA,"Slightly important","Moderate","Independent","Some of the time","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,30,0,5,1,0,2,1,3,1,0,6,2,3,2,1,0,1,3,5,0,7,1,1,18
1981,"Female","4-year college degree","Married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Moderate","Democrat","Some of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,5,1,0,6,1,3,1,0,9,2,3,1,0,1,0,3,NA,NA,NA,NA,NA,NA
1996,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Student",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,22,0,3,0,1,11,1,3,1,0,2,1,4,1,0,1,0,3,4,0,12,1,0,31
1983,"Male","2-year college degree","Married","White",NA,"Men","Gay man",NA,"Yes","Roman Catholic",NA,"Very important","Liberal","Republican","Hardly at all","Working part time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"Definitely","Probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,4,1,1,11,1,2,0,1,11,4,4,3,2,0,2,1,9,0,10,0,NA,94
1985,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Very important","Very liberal","Democrat","Only now and then","Working full time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Possibly","Definitely",NA,NA,NA,NA,NA,33,0,3,0,1,11,1,3,1,0,9,4,5,1,0,1,0,2,8,1,1,1,0,100
1979,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Moderate","Independent","Hardly at all","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"Probably not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,39,0,3,1,1,11,1,3,1,0,9,2,3,2,1,0,1,1,9,0,2,1,1,55
1990,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Bisexual",NA,"Prefer not to say","Agnostic",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"Possibly","Possibly","Probably not","Probably",28,0,6,1,1,11,1,1,0,0,1,1,4,1,0,1,0,2,8,1,8,2,1,39
1963,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Some of the time","Working part time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"Very probably","Very probably","Very probably","Very probably",NA,NA,NA,NA,NA,55,0,5,1,1,11,1,3,1,0,10,5,1,3,2,0,2,3,9,0,13,1,NA,87
1992,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Christian","Extremely important","Conservative","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"Possibly","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,26,0,5,0,1,11,1,3,1,0,12,5,2,1,0,1,0,3,8,1,5,1,0,63
1959,"Female","Some college, but no degree (yet)","Married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"Yes","Roman Catholic",NA,"Moderately important","Moderate","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"Probably","Very probably","Probably","Definitely",NA,NA,NA,NA,NA,59,0,3,1,0,2,1,3,1,1,11,3,3,1,0,1,0,4,8,1,4,1,0,96
1958,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Most of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably","Possibly","Possibly","Possibly",60,0,5,1,1,11,1,3,1,0,10,4,2,3,2,0,2,4,8,1,9,2,NA,61
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$120,000 - $149,999",90,"Definitely","Definitely","Definitely","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,5,1,1,11,2,3,1,0,9,1,4,1,0,1,0,4,8,1,12,0,NA,90
1985,"Male","2-year college degree","Never married","White",NA,"Women","Bisexual",NA,"No","Mormon",NA,"Moderately important","Liberal","Independent","Some of the time","Unemployed",NA,"$40,000 - $49,999",60,"Possibly","Possibly","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,4,0,1,11,2,1,0,0,7,3,4,2,1,0,1,3,7,0,5,0,NA,60
1986,"Male","2-year college degree","Never married","White",NA,"Men","Bisexual",NA,"Yes","Something else","Pagan","Very important","Very liberal","Democrat","Some of the time","Working part time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Very probably","Definitely","Probably","Probably not",32,1,4,0,1,11,1,1,0,1,12,4,5,1,0,1,0,3,9,0,1,2,1,92
1985,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Democrat","Only now and then","Taking care of home or family",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Very probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,33,0,3,1,1,11,1,3,1,0,11,3,3,1,0,1,0,2,5,0,6,1,0,71
1958,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Most of the time","Retired",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,3,1,1,11,1,3,1,0,10,5,1,3,2,0,2,4,3,0,8,0,NA,100
1976,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,6,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Very conservative","Republican","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,42,0,5,1,1,11,1,3,1,0,11,3,1,3,2,0,2,4,8,1,12,1,NA,91
1987,"Female","4-year college degree","Married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Independent","Some of the time","Taking care of home or family",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Very probably","Definitely","Very probably","Definitely",31,0,5,1,0,2,1,3,1,0,1,1,5,2,1,0,1,3,5,0,12,2,0,75
1985,"Female","Did not graduate from high school","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Only now and then","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Very probably","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,1,1,1,11,1,3,1,0,10,2,4,1,0,1,0,2,9,0,3,0,NA,90
1986,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,3,1,1,11,1,3,1,0,1,1,3,2,1,0,1,4,8,1,13,0,NA,80
1988,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Very probably","Very probably","Probably","Probably",30,0,4,1,1,11,1,3,1,0,1,1,4,1,0,1,0,3,8,1,4,2,1,81
1977,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Moderate","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Very probably","Very probably","Possibly","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,6,0,1,11,2,3,1,0,10,4,3,2,1,0,1,4,8,1,5,2,0,93
1987,"Female","4-year college degree","Domestic/civil partnership","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Moderate","Democrat","Some of the time","Taking care of home or family",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,31,0,5,0,0,6,1,3,1,0,11,4,3,1,0,1,0,3,5,0,11,1,0,64
1984,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"Prefer not to say","Roman Catholic",NA,"Slightly important","Moderate","Independent","Only now and then","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"Probably","Possibly","Definitely","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,5,1,1,11,1,3,1,0,11,2,3,2,1,0,1,2,8,1,11,0,NA,59
1981,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,37,0,5,1,1,11,1,3,1,0,1,1,4,1,0,1,0,4,8,1,5,1,0,76
1997,"Female","Some college, but no degree (yet)","Domestic/civil partnership","Black or African-American",NA,"Men","Bisexual",NA,"No","Something else","non denominational christian","Very important","Very liberal","Democrat","Hardly at all","Working part time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Probably","Very probably","Probably not","Probably not",21,0,3,0,0,2,1,1,0,0,12,4,5,1,0,1,0,1,9,0,11,2,1,65
1980,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Conservative","Republican","Only now and then","Taking care of home or family",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,5,1,1,11,1,3,1,0,10,3,2,3,2,0,2,2,5,0,13,0,NA,92
